sr_code,name,email,password,birthdate,gender,civil_status,scholar,working_student,activities,transportation,accommodation,characteristics,interest,subjects_enrolled,year_started,year_level,target_gwa,learning_style,attended_seminars
21-10858,Carol Schuler,21-10858@g.batstate-u.edu.ph,3Y?=oGdj,2001-12-16,Female,Single,False,False,True,Bicycle,Apartment,"Punctual, Adaptable, Careful","Sports, Food, Travel","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1,"Logical / Patterns, Intuitive, Social, Visual",0
19-15023,Jamal Taylor,19-15023@g.batstate-u.edu.ph,Oji)U1TY,2000-06-29,Male,Single,True,True,False,Bus,Apartment,"Creative, Persistent, Diligent","Reading Books, Art, Travel, Sports","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.25,"Read/Write, Logical / Patterns, Intuitive, Social, Auditory",7
22-68074,Carol Hamilton,22-68074@g.batstate-u.edu.ph,1PMbgYz$9,2003-06-13,Female,Single,True,True,False,Private Car / Taxi,Dormitory,"Careful, Adventurous, Self-Disciplined, Consitent, Ambitious","Art, Food","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1,"Social, Kinaesthetic / Hands-on, Intuitive, Visual, Auditory",8
22-03636,Roberto Lucas,22-03636@g.batstate-u.edu.ph,%Q6u6nUe,2002-02-13,Male,Single,True,False,False,Private Car / Taxi,With Family,"Witty, Analytical, Adventurous","Games, Sports, Yoga","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.25,"Social, Read/Write, Visual, Intuitive",4
20-06646,Adela Carpenter,20-06646@g.batstate-u.edu.ph,9gc$6E&L,2000-06-05,Female,Single,True,False,False,Private Car / Taxi,With Family,"Confident, Honest, Careful, Consitent","Travel, Volunteering, Programming, Photography","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.25,"Visual, Social, Logical / Patterns, Read/Write",7
19-20718,Lisa Hankins,19-20718@g.batstate-u.edu.ph,P>N#7o^Mr&,2000-10-26,Female,Single,False,False,False,Other,Dormitory,"Self-Disciplined, Punctual, Persistent, Honest, Responsible","Music, Programming, Reading Books","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Intuitive, Auditory, Social",5
20-27958,Gabriel Taylor,20-27958@g.batstate-u.edu.ph,8PnbuWR*,2002-11-18,Male,Single,True,True,True,Private Car / Taxi,Dormitory,"Adventurous, Careful, Witty, Obedient, Self-Disciplined","Games, Yoga","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.25,"Read/Write, Auditory, Kinaesthetic / Hands-on, Logical / Patterns, Social, Visual",6
20-05212,William Snedeker,20-05212@g.batstate-u.edu.ph,=xCk6Ca!Z,2000-08-08,Male,Single,False,False,False,Bus,With Family,"Adventurous, Alert, Responsible, Creative, Obedient, Careful","Music, Dancing, Programming, Food","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1.25,"Intuitive, Visual, Social, Auditory, Read/Write",9
19-51118,Harry Pawlak,19-51118@g.batstate-u.edu.ph,"fl*(m,O5_?",2001-04-06,Male,Single,True,False,False,Bus,Dormitory,"Adaptable, Obedient, Careful","Dancing, Volunteering, Art, Reading Books","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Logical / Patterns, Social, Visual, Intuitive, Auditory",0
21-63331,William Boyd,21-63331@g.batstate-u.edu.ph,ch80F.KWY?,2003-11-30,Male,Single,True,False,False,Bus,With Family,"Adventurous, Persistent, Diligent","Food, Yoga, Programming, Reading Books","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Auditory, Social",2
20-84844,Lowell Locicero,20-84844@g.batstate-u.edu.ph,"Ud-,HHI)0k",2002-04-28,Male,Single,True,False,False,Bus,With Family,"Adaptable, Creative, Self-Disciplined, Alert","Travel, Volunteering, Sports, Reading Books","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1,"Auditory, Logical / Patterns",0
19-81989,Michael Collins,19-81989@g.batstate-u.edu.ph,5B5!)yyD,2001-01-06,Male,Single,False,False,False,Bus,With Family,"Witty, Consitent, Careful, Obedient, Alert, Ambitious","Volunteering, Travel, Games","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Auditory, Kinaesthetic / Hands-on, Logical / Patterns, Intuitive, Social",6
21-41797,Rhoda Trump,21-41797@g.batstate-u.edu.ph,)D0)VBV#hI,2002-08-07,Female,Single,True,False,False,Private Car / Taxi,Apartment,"Adaptable, Obedient, Alert, Self-Disciplined, Punctual, Diligent","Travel, Games, Sports","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,2,"Read/Write, Social",7
22-72636,Travis Williams,22-72636@g.batstate-u.edu.ph,38e-)rdO^,2004-01-14,Male,Single,True,False,False,Bus,Apartment,"Ambitious, Honest, Self-Disciplined, Punctual, Careful, Witty","Yoga, Art, Photography","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.5,"Intuitive, Visual, Read/Write, Logical / Patterns, Auditory, Social",2
21-00193,Gary Dennis,21-00193@g.batstate-u.edu.ph,Gl8OInSa3*,2003-12-10,Male,Single,True,False,True,Private Car / Taxi,Apartment,"Honest, Creative, Adventurous","Reading Books, Travel, Food, Games","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Kinaesthetic / Hands-on, Logical / Patterns, Intuitive",0
21-68288,Ian Guidry,21-68288@g.batstate-u.edu.ph,f+Tq7AMm,2001-06-20,Male,Single,False,False,False,Bus,With Family,"Responsible, Punctual, Witty, Adventurous, Cooperative","Photography, Volunteering, Dancing","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Kinaesthetic / Hands-on, Visual, Logical / Patterns, Social, Intuitive, Read/Write",4
22-49257,Thomas Becker,22-49257@g.batstate-u.edu.ph,aBv&=cfn2*,2004-09-20,Male,Single,False,False,False,Bus,Apartment,"Adaptable, Confident, Ambitious, Cooperative","Volunteering, Art","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1,"Kinaesthetic / Hands-on, Logical / Patterns",7
21-60546,Jose Ross,21-60546@g.batstate-u.edu.ph,!n!n5<Fr7m,2002-04-03,Male,Single,True,False,False,Bus,With Family,"Analytical, Cooperative, Diligent","Sports, Yoga","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Read/Write, Auditory, Kinaesthetic / Hands-on, Visual",5
22-01376,Lacey Wilson,22-01376@g.batstate-u.edu.ph,"ukh5mA?F,",2004-04-21,Female,Single,False,False,True,Private Car / Taxi,With Family,"Diligent, Analytical, Ambitious","Travel, Music","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Logical / Patterns, Social, Auditory, Kinaesthetic / Hands-on, Intuitive, Read/Write",1
21-02272,Lisa Ericsson,21-02272@g.batstate-u.edu.ph,H$!Ln^bR2%,2001-11-21,Female,Single,False,False,True,Bus,With Family,"Consitent, Honest, Punctual, Self-Disciplined, Confident, Diligent","Food, Photography, Reading Books, Music","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Visual, Kinaesthetic / Hands-on, Auditory, Social, Logical / Patterns",9
19-92292,Frank Hambric,19-92292@g.batstate-u.edu.ph,=n7A8OS2b.,1999-02-19,Male,Single,False,False,False,Bus,Apartment,"Careful, Adventurous, Cooperative, Diligent, Creative, Persistent","Reading Books, Yoga","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,2,"Logical / Patterns, Read/Write, Visual",0
21-83032,James Mathew,21-83032@g.batstate-u.edu.ph,8qJQ<Zax!^,2001-12-24,Male,Single,True,False,False,Bicycle,Dormitory,"Diligent, Responsible, Consitent, Adventurous","Games, Travel, Yoga, Music","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Kinaesthetic / Hands-on, Visual, Social, Logical / Patterns",6
19-88082,Elisa Thomson,19-88082@g.batstate-u.edu.ph,6A&jQR3a(p,2000-08-31,Female,Single,False,False,False,Bus,Apartment,"Diligent, Confident, Responsible, Punctual, Creative, Ambitious","Art, Travel","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Intuitive, Auditory, Visual, Read/Write, Social, Kinaesthetic / Hands-on",1
19-89072,Lillian Samet,19-89072@g.batstate-u.edu.ph,iICj>RQv6N,2000-05-02,Female,Married,False,False,False,Bus,Dormitory,"Responsible, Careful, Analytical","Sports, Music, Dancing, Art","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Read/Write, Logical / Patterns, Intuitive",3
22-41581,Samuel Blanco,22-41581@g.batstate-u.edu.ph,So8?1XZ=Z%,2003-04-02,Male,Single,True,True,False,Private Car / Taxi,Apartment,"Diligent, Responsible, Alert, Confident, Punctual, Adaptable","Games, Yoga","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Visual, Kinaesthetic / Hands-on",3
19-23632,Charles Webster,19-23632@g.batstate-u.edu.ph,*S-2k4sH+,1999-06-08,Male,Single,True,False,True,Bus,With Family,"Alert, Persistent, Creative, Diligent, Ambitious","Volunteering, Art, Dancing","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Read/Write, Logical / Patterns, Social, Kinaesthetic / Hands-on, Intuitive",2
22-55671,John Breen,22-55671@g.batstate-u.edu.ph,j($&Q3+=,2004-12-12,Male,Single,True,False,False,Private Car / Taxi,Apartment,"Witty, Analytical, Adventurous, Obedient, Cooperative","Music, Sports, Photography, Travel","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1,"Read/Write, Logical / Patterns, Intuitive, Auditory, Social",10
21-10185,Mary Matthews,21-10185@g.batstate-u.edu.ph,Nee3.35b,2003-01-19,Female,Single,False,False,False,Bus,Dormitory,"Persistent, Witty, Honest, Ambitious, Punctual, Creative","Reading Books, Dancing, Programming","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Kinaesthetic / Hands-on, Auditory",1
21-59785,Maryann Falk,21-59785@g.batstate-u.edu.ph,!#aZ21B?0N,2002-09-29,Female,Single,False,False,False,Other,Dormitory,"Honest, Alert, Creative, Witty, Confident","Games, Dancing","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Read/Write, Visual, Auditory",10
22-00818,Ariel Jones,22-00818@g.batstate-u.edu.ph,a%4RW&36,2004-06-24,Female,Single,True,False,True,Private Car / Taxi,Apartment,"Adaptable, Responsible, Punctual, Careful","Games, Food","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Kinaesthetic / Hands-on, Read/Write",8
22-28545,Anne Silva,22-28545@g.batstate-u.edu.ph,3dnrE&E_4,2004-06-01,Female,Single,True,False,False,Bus,Apartment,"Adventurous, Consitent, Diligent, Witty, Analytical, Confident","Photography, Art, Food","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1,"Auditory, Logical / Patterns, Read/Write, Kinaesthetic / Hands-on",7
20-59953,James Oliver,20-59953@g.batstate-u.edu.ph,uT7SpVT-xH,2002-11-08,Male,Married,True,True,True,Bus,Apartment,"Honest, Alert, Obedient, Responsible","Reading Books, Art, Photography","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1,"Read/Write, Kinaesthetic / Hands-on, Logical / Patterns",7
22-89333,Caroline Jones,22-89333@g.batstate-u.edu.ph,Z6C%_e3bo,2002-10-08,Female,Single,True,False,False,Bus,With Family,"Creative, Adventurous, Alert","Photography, Reading Books, Dancing","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.25,"Visual, Auditory, Read/Write, Kinaesthetic / Hands-on",3
22-78248,James Milliken,22-78248@g.batstate-u.edu.ph,2nh!M*S7,2002-08-11,Male,Single,False,False,False,Private Car / Taxi,With Family,"Honest, Punctual, Confident, Responsible, Creative, Witty","Travel, Food","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1,"Social, Read/Write, Visual, Intuitive, Logical / Patterns, Kinaesthetic / Hands-on",8
20-08172,Kevin Palmer,20-08172@g.batstate-u.edu.ph,Tn>lqZ<(P6,2002-03-03,Male,Single,False,False,True,Other,Apartment,"Consitent, Confident, Adventurous","Games, Dancing","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1.5,"Read/Write, Intuitive, Logical / Patterns",0
20-32714,Lawrence Zollinger,20-32714@g.batstate-u.edu.ph,>xniUdOD0D,2001-06-14,Male,Married,False,False,True,Bus,Dormitory,"Alert, Punctual, Self-Disciplined, Honest","Programming, Volunteering","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1.5,"Social, Intuitive",6
19-91184,Chris Hicks,19-91184@g.batstate-u.edu.ph,y)!YS8>QQy,2001-12-26,Male,Single,True,True,False,Private Car / Taxi,Other,"Punctual, Ambitious, Analytical","Programming, Volunteering, Travel, Music","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Read/Write, Auditory, Kinaesthetic / Hands-on, Visual, Intuitive, Logical / Patterns",7
21-67379,Charles Rodriguez,21-67379@g.batstate-u.edu.ph,",Gl&*5RhdS",2003-08-19,Male,Single,False,False,True,Private Car / Taxi,Dormitory,"Self-Disciplined, Consitent, Careful","Yoga, Volunteering, Programming, Art","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Social, Read/Write",1
21-45668,Heidi Pasceri,21-45668@g.batstate-u.edu.ph,")i,0L-+b",2002-01-09,Female,Single,False,False,False,Bus,Other,"Analytical, Confident, Cooperative, Adaptable","Food, Travel, Photography, Sports","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Social, Intuitive, Kinaesthetic / Hands-on, Auditory, Visual",8
22-31943,Gregory Cortez,22-31943@g.batstate-u.edu.ph,+dVR2)9X,2002-03-06,Male,Single,False,False,False,Bus,Dormitory,"Obedient, Punctual, Confident, Honest, Alert","Music, Reading Books","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Intuitive, Social, Logical / Patterns",2
22-96639,Sallie Ryan,22-96639@g.batstate-u.edu.ph,)I3aiZ%1,2002-12-13,Female,Single,True,True,False,Bus,With Family,"Careful, Confident, Analytical, Cooperative, Responsible, Consitent","Photography, Travel, Yoga, Dancing","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Read/Write, Intuitive",2
22-51536,Kevin Sumpter,22-51536@g.batstate-u.edu.ph,"k2nu,Jkkg(",2003-03-22,Male,Single,True,False,False,Bus,Dormitory,"Honest, Responsible, Ambitious, Cooperative, Confident, Diligent","Sports, Dancing","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Read/Write, Social, Kinaesthetic / Hands-on",1
19-64570,Tamie Harris,19-64570@g.batstate-u.edu.ph,"r7<Ohfv^,",2001-07-24,Female,Married,True,False,False,Bus,Dormitory,"Creative, Ambitious, Self-Disciplined, Responsible, Alert, Confident","Art, Games","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Logical / Patterns, Social, Read/Write, Kinaesthetic / Hands-on, Visual, Intuitive",1
19-42874,Nancy Dighton,19-42874@g.batstate-u.edu.ph,1-P8(B!os,2000-11-18,Female,Single,True,True,False,Bus,Dormitory,"Responsible, Self-Disciplined, Witty, Confident, Adaptable, Obedient","Reading Books, Programming, Travel","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Auditory, Logical / Patterns, Social, Read/Write, Kinaesthetic / Hands-on",4
19-62358,Krystal Tanner,19-62358@g.batstate-u.edu.ph,3eFGzD^3>,1999-10-26,Female,Single,True,False,False,Private Car / Taxi,Apartment,"Cooperative, Creative, Witty, Obedient","Photography, Art, Dancing, Food","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Intuitive, Auditory",4
22-09651,Kristi Hamblen,22-09651@g.batstate-u.edu.ph,+Py1xGH.$,2003-05-28,Female,Single,True,False,False,Private Car / Taxi,With Family,"Responsible, Creative, Adaptable, Persistent, Cooperative, Ambitious","Music, Reading Books, Food, Travel","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.25,"Read/Write, Kinaesthetic / Hands-on",1
19-59109,Brenda Derita,19-59109@g.batstate-u.edu.ph,Tl8aF(e&,2001-02-11,Female,Single,False,False,False,Private Car / Taxi,Dormitory,"Witty, Ambitious, Confident, Adaptable, Creative, Punctual","Music, Dancing, Games, Reading Books","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,2,"Auditory, Logical / Patterns, Visual, Read/Write, Social",0
22-24007,Melissa Mcgarry,22-24007@g.batstate-u.edu.ph,n8zg>lPF,2004-06-21,Female,Single,False,False,False,Private Car / Taxi,Apartment,"Analytical, Alert, Responsible, Punctual","Dancing, Music, Programming","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Kinaesthetic / Hands-on, Social, Read/Write",2
20-32729,Kenneth Vega,20-32729@g.batstate-u.edu.ph,_2JC$k.e,2002-08-20,Male,Single,True,False,False,Private Car / Taxi,Dormitory,"Self-Disciplined, Witty, Careful, Creative, Persistent, Adventurous","Travel, Food","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,2,"Social, Read/Write, Logical / Patterns, Kinaesthetic / Hands-on, Auditory",3
22-01058,Darrell Pacheco,22-01058@g.batstate-u.edu.ph,"p33ki,(K6",2002-09-15,Male,Single,False,False,False,Private Car / Taxi,Dormitory,"Obedient, Careful, Cooperative, Adventurous","Music, Photography","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Social, Auditory, Intuitive, Read/Write",6
20-02751,Samatha Hochstetler,20-02751@g.batstate-u.edu.ph,IRC2yRp6I<,2001-10-05,Female,Single,True,False,False,Bus,With Family,"Punctual, Careful, Creative, Persistent","Food, Programming, Games, Travel","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1,"Visual, Auditory",4
20-85441,Roger Eadie,20-85441@g.batstate-u.edu.ph,JK.xo7m#UF,2002-07-18,Male,Single,True,False,True,Private Car / Taxi,Other,"Confident, Responsible, Persistent, Analytical, Punctual","Photography, Art, Programming","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.25,"Intuitive, Read/Write",4
22-73159,Juana Stebbins,22-73159@g.batstate-u.edu.ph,ZG(YwMCoj2,2004-12-23,Female,Single,False,False,False,Private Car / Taxi,Other,"Responsible, Adventurous, Punctual, Self-Disciplined, Consitent, Honest","Travel, Art","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1,"Logical / Patterns, Social, Visual, Auditory",10
19-37570,Edward Jackson,19-37570@g.batstate-u.edu.ph,e#-uRgrP^9,2001-06-07,Male,Single,True,False,False,Bus,Apartment,"Persistent, Adventurous, Adaptable, Diligent","Reading Books, Volunteering, Programming, Games","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Kinaesthetic / Hands-on, Read/Write, Social",8
19-50817,Denice Tomasek,19-50817@g.batstate-u.edu.ph,eftdA5G0(,2000-05-24,Female,Single,True,False,False,Other,Apartment,"Responsible, Confident, Consitent, Persistent, Punctual","Photography, Sports, Dancing, Music","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.25,"Auditory, Visual, Read/Write, Logical / Patterns",7
21-32464,Andree Numbers,21-32464@g.batstate-u.edu.ph,bwOo%f+iO8,2003-03-18,Female,Single,True,True,True,Bus,Dormitory,"Ambitious, Obedient, Diligent, Confident, Self-Disciplined","Games, Programming, Photography, Music","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Visual, Kinaesthetic / Hands-on",3
19-56328,Patricia Brown,19-56328@g.batstate-u.edu.ph,m(&4-RHp,2000-01-05,Female,Single,True,False,False,Private Car / Taxi,Dormitory,"Confident, Self-Disciplined, Obedient, Creative, Witty","Travel, Programming","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Visual, Kinaesthetic / Hands-on, Auditory, Intuitive",1
21-68547,Veronica Mccusker,21-68547@g.batstate-u.edu.ph,v>4zP-<h,2003-08-30,Female,Single,True,False,False,Bus,With Family,"Adventurous, Persistent, Diligent, Confident, Analytical, Witty","Games, Travel","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Intuitive, Kinaesthetic / Hands-on, Auditory, Logical / Patterns, Social",9
22-75785,Johnnie Rhodes,22-75785@g.batstate-u.edu.ph,3I_0Zy(L,2002-06-02,Male,Single,True,True,False,Private Car / Taxi,With Family,"Adaptable, Cooperative, Diligent, Obedient, Careful","Dancing, Volunteering, Music","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1,"Kinaesthetic / Hands-on, Read/Write, Auditory, Visual, Logical / Patterns, Social",2
